algo,heuristic,epsilon,difficulty,instance_id,solved,cost,optimal_cost,subopt_ratio,nodes_expanded,nodes_generated,elapsed_ms
ees,manhattan,1.1,hard,16,True,45,43,1.0465,59018,113452,1240.96
ees,manhattan,1.1,hard,17,True,45,45,1.0,380833,733411,8170.48
ees,manhattan,1.1,hard,18,True,36,36,1.0,18447,37220,355.63
ees,manhattan,1.1,hard,19,True,41,41,1.0,47113,92376,1008.31
weighted_astar,manhattan,1.5,easy,0,True,32,30,1.0667,1817,3786,11.82
weighted_astar,manhattan,1.5,easy,1,True,10,10,1.0,11,26,0.07
weighted_astar,manhattan,1.5,easy,2,True,26,26,1.0,606,1257,3.25
weighted_astar,manhattan,1.5,easy,3,True,20,20,1.0,21,47,0.12
weighted_astar,manhattan,1.5,easy,4,True,21,21,1.0,1051,2152,6.87
weighted_astar,manhattan,1.5,easy,5,True,25,25,1.0,211,439,1.15
weighted_astar,manhattan,1.5,easy,6,True,28,28,1.0,38,84,0.21
weighted_astar,manhattan,1.5,easy,7,True,21,21,1.0,22,43,0.11
weighted_astar,manhattan,1.5,easy,8,True,19,19,1.0,61,128,0.32
weighted_astar,manhattan,1.5,easy,9,True,19,19,1.0,33,67,0.17
weighted_astar,manhattan,1.5,easy,10,True,20,20,1.0,391,812,2.06
weighted_astar,manhattan,1.5,easy,11,True,19,19,1.0,61,126,0.31
weighted_astar,manhattan,1.5,easy,12,True,24,22,1.0909,77,163,0.4
weighted_astar,manhattan,1.5,easy,13,True,19,19,1.0,33,70,0.17
weighted_astar,manhattan,1.5,easy,14,True,28,28,1.0,1186,2408,6.38
weighted_astar,manhattan,1.5,easy,15,True,20,20,1.0,73,155,0.76
weighted_astar,manhattan,1.5,easy,16,True,23,23,1.0,979,2006,5.4
weighted_astar,manhattan,1.5,easy,17,True,19,19,1.0,38,81,0.2
weighted_astar,manhattan,1.5,easy,18,True,20,20,1.0,258,539,1.34
weighted_astar,manhattan,1.5,easy,19,True,17,17,1.0,31,68,0.17
weighted_astar,manhattan,1.5,medium,0,True,36,36,1.0,19410,38840,120.97
weighted_astar,manhattan,1.5,medium,1,True,32,32,1.0,1976,3987,11.64
weighted_astar,manhattan,1.5,medium,2,True,28,28,1.0,705,1471,3.75
weighted_astar,manhattan,1.5,medium,3,True,23,23,1.0,273,577,1.56
weighted_astar,manhattan,1.5,medium,4,True,32,32,1.0,804,1687,4.68
weighted_astar,manhattan,1.5,medium,5,True,24,24,1.0,305,669,1.69
weighted_astar,manhattan,1.5,medium,6,True,31,31,1.0,4173,8306,23.74
weighted_astar,manhattan,1.5,medium,7,True,35,33,1.0606,1499,3084,9.18
weighted_astar,manhattan,1.5,medium,8,True,31,31,1.0,257,545,1.38
weighted_astar,manhattan,1.5,medium,9,True,40,36,1.1111,14441,29111,94.26
weighted_astar,manhattan,1.5,medium,10,True,38,38,1.0,1445,2947,8.02
weighted_astar,manhattan,1.5,medium,11,True,36,32,1.125,4638,9359,28.87
weighted_astar,manhattan,1.5,medium,12,True,30,30,1.0,706,1426,4.11
weighted_astar,manhattan,1.5,medium,13,True,32,30,1.0667,3223,6594,19.5
weighted_astar,manhattan,1.5,medium,14,True,31,31,1.0,4957,9952,33.08
weighted_astar,manhattan,1.5,medium,15,True,24,24,1.0,390,799,2.04
weighted_astar,manhattan,1.5,medium,16,True,24,24,1.0,411,857,2.41
weighted_astar,manhattan,1.5,medium,17,True,25,25,1.0,219,464,1.17
weighted_astar,manhattan,1.5,medium,18,True,36,36,1.0,39231,76429,279.65
weighted_astar,manhattan,1.5,medium,19,True,33,33,1.0,1272,2687,8.09
weighted_astar,manhattan,1.5,hard,0,True,40,38,1.0526,150047,289860,1127.75
weighted_astar,manhattan,1.5,hard,1,True,45,43,1.0465,4988,10064,30.85
weighted_astar,manhattan,1.5,hard,2,True,46,44,1.0455,19514,38414,118.87
weighted_astar,manhattan,1.5,hard,3,True,36,34,1.0588,1618,3333,9.64
weighted_astar,manhattan,1.5,hard,4,True,40,36,1.1111,43791,86232,287.18
weighted_astar,manhattan,1.5,hard,5,True,35,33,1.0606,10054,20316,61.74
weighted_astar,manhattan,1.5,hard,6,True,53,51,1.0392,22776,44707,143.18
weighted_astar,manhattan,1.5,hard,7,True,47,47,1.0,78582,155595,548.02
weighted_astar,manhattan,1.5,hard,8,True,38,36,1.0556,4466,9144,28.51
weighted_astar,manhattan,1.5,hard,9,True,45,45,1.0,32083,64351,215.1
weighted_astar,manhattan,1.5,hard,10,True,55,53,1.0377,525290,1022151,4150.35
weighted_astar,manhattan,1.5,hard,11,True,34,32,1.0625,8347,16509,61.14
weighted_astar,manhattan,1.5,hard,12,True,34,34,1.0,15008,30180,103.31
weighted_astar,manhattan,1.5,hard,13,True,48,46,1.0435,44573,88413,306.87
weighted_astar,manhattan,1.5,hard,14,True,40,40,1.0,2718,5637,16.7
weighted_astar,manhattan,1.5,hard,15,True,36,34,1.0588,18943,36952,116.43
weighted_astar,manhattan,1.5,hard,16,True,43,43,1.0,1664,3342,9.97
weighted_astar,manhattan,1.5,hard,17,True,47,45,1.0444,143974,278146,1042.87
weighted_astar,manhattan,1.5,hard,18,True,40,36,1.1111,9955,20295,62.81
weighted_astar,manhattan,1.5,hard,19,True,41,41,1.0,5566,11197,33.53
focal_search,manhattan,1.5,easy,0,True,38,30,1.2667,3370,6846,39.49
focal_search,manhattan,1.5,easy,1,True,10,10,1.0,11,26,0.17
focal_search,manhattan,1.5,easy,2,True,26,26,1.0,2218,4454,23.92
focal_search,manhattan,1.5,easy,3,True,20,20,1.0,21,47,0.26
focal_search,manhattan,1.5,easy,4,True,21,21,1.0,4211,8623,46.61
focal_search,manhattan,1.5,easy,5,True,33,25,1.32,74,160,0.93
focal_search,manhattan,1.5,easy,6,True,28,28,1.0,555,1157,5.37
focal_search,manhattan,1.5,easy,7,True,21,21,1.0,22,43,0.25
focal_search,manhattan,1.5,easy,8,True,25,19,1.3158,115,249,1.18
focal_search,manhattan,1.5,easy,9,True,23,19,1.2105,56,118,0.6
focal_search,manhattan,1.5,easy,10,True,20,20,1.0,260,546,2.63
focal_search,manhattan,1.5,easy,11,True,25,19,1.3158,395,797,4.79
focal_search,manhattan,1.5,easy,12,True,24,22,1.0909,27,60,0.34
focal_search,manhattan,1.5,easy,13,True,19,19,1.0,729,1474,6.93
focal_search,manhattan,1.5,easy,14,True,30,28,1.0714,6706,13317,71.8
focal_search,manhattan,1.5,easy,15,True,20,20,1.0,42,88,0.48
focal_search,manhattan,1.5,easy,16,True,23,23,1.0,1653,3354,16.93
focal_search,manhattan,1.5,easy,17,True,23,19,1.2105,63,135,1.0
focal_search,manhattan,1.5,easy,18,True,22,20,1.1,238,495,2.58
focal_search,manhattan,1.5,easy,19,True,17,17,1.0,41,93,0.5
focal_search,manhattan,1.5,medium,0,True,36,36,1.0,6467,13134,77.43
focal_search,manhattan,1.5,medium,1,True,32,32,1.0,4630,9378,47.97
focal_search,manhattan,1.5,medium,2,True,32,28,1.1429,1474,3035,14.91
focal_search,manhattan,1.5,medium,3,True,23,23,1.0,174,367,2.23
focal_search,manhattan,1.5,medium,4,True,38,32,1.1875,2197,4534,22.57
focal_search,manhattan,1.5,medium,5,True,30,24,1.25,583,1224,6.44
focal_search,manhattan,1.5,medium,6,True,31,31,1.0,1798,3569,21.86
focal_search,manhattan,1.5,medium,7,True,35,33,1.0606,6938,13816,84.85
focal_search,manhattan,1.5,medium,8,True,37,31,1.1935,10297,20512,103.13
focal_search,manhattan,1.5,medium,9,True,44,36,1.2222,5039,10095,52.76
focal_search,manhattan,1.5,medium,10,True,42,38,1.1053,265,552,3.42
focal_search,manhattan,1.5,medium,11,True,34,32,1.0625,14764,29650,148.72
focal_search,manhattan,1.5,medium,12,True,32,30,1.0667,1175,2401,11.64
focal_search,manhattan,1.5,medium,13,True,38,30,1.2667,242,507,3.34
focal_search,manhattan,1.5,medium,14,True,31,31,1.0,1649,3338,17.97
focal_search,manhattan,1.5,medium,15,True,30,24,1.25,505,1044,5.47
focal_search,manhattan,1.5,medium,16,True,24,24,1.0,56,119,0.59
focal_search,manhattan,1.5,medium,17,True,31,25,1.24,1895,3874,20.9
focal_search,manhattan,1.5,medium,18,True,38,36,1.0556,141306,273122,1956.41
focal_search,manhattan,1.5,medium,19,True,43,33,1.303,3975,8087,42.14
focal_search,manhattan,1.5,hard,0,True,38,38,1.0,364992,701494,5150.56
focal_search,manhattan,1.5,hard,1,True,49,43,1.1395,327389,634285,3725.36
focal_search,manhattan,1.5,hard,2,True,44,44,1.0,301498,581050,3435.55
focal_search,manhattan,1.5,hard,3,True,42,34,1.2353,6706,13476,75.01
focal_search,manhattan,1.5,hard,4,True,36,36,1.0,35009,69001,385.97
focal_search,manhattan,1.5,hard,5,True,33,33,1.0,26245,52032,283.88
focal_search,manhattan,1.5,hard,6,True,55,51,1.0784,1650016,3098626,21473.96
focal_search,manhattan,1.5,hard,7,True,49,47,1.0426,1226726,2345652,17749.38
focal_search,manhattan,1.5,hard,8,True,42,36,1.1667,15750,31495,160.44
focal_search,manhattan,1.5,hard,9,True,55,45,1.2222,219787,428629,2505.08
focal_search,manhattan,1.5,hard,10,True,55,53,1.0377,2770997,5216301,43530.7
focal_search,manhattan,1.5,hard,11,True,38,32,1.1875,52690,102977,644.13
focal_search,manhattan,1.5,hard,12,True,34,34,1.0,27441,55259,359.71
focal_search,manhattan,1.5,hard,13,True,48,46,1.0435,1298332,2454466,16172.36
focal_search,manhattan,1.5,hard,14,True,44,40,1.1,172137,338159,2001.9
focal_search,manhattan,1.5,hard,15,True,36,34,1.0588,23047,45570,284.15
focal_search,manhattan,1.5,hard,16,True,49,43,1.1395,21839,44120,258.53
focal_search,manhattan,1.5,hard,17,True,47,45,1.0444,1752116,3301378,28214.29
focal_search,manhattan,1.5,hard,18,True,42,36,1.1667,310,630,3.95
focal_search,manhattan,1.5,hard,19,True,45,41,1.0976,167998,328930,1895.45
ees,manhattan,1.5,easy,0,True,38,30,1.2667,3370,6846,61.12
ees,manhattan,1.5,easy,1,True,10,10,1.0,11,26,0.22
ees,manhattan,1.5,easy,2,True,26,26,1.0,2218,4454,38.6
ees,manhattan,1.5,easy,3,True,20,20,1.0,21,47,0.4
ees,manhattan,1.5,easy,4,True,21,21,1.0,4211,8623,80.83
ees,manhattan,1.5,easy,5,True,33,25,1.32,74,160,1.55
ees,manhattan,1.5,easy,6,True,28,28,1.0,555,1157,11.26
ees,manhattan,1.5,easy,7,True,21,21,1.0,22,43,0.37
ees,manhattan,1.5,easy,8,True,25,19,1.3158,115,249,1.92
ees,manhattan,1.5,easy,9,True,23,19,1.2105,56,118,0.93
ees,manhattan,1.5,easy,10,True,20,20,1.0,260,546,4.54
ees,manhattan,1.5,easy,11,True,25,19,1.3158,395,797,7.48
ees,manhattan,1.5,easy,12,True,24,22,1.0909,27,60,0.49
ees,manhattan,1.5,easy,13,True,19,19,1.0,729,1474,12.4
ees,manhattan,1.5,easy,14,True,30,28,1.0714,6706,13317,118.25
ees,manhattan,1.5,easy,15,True,20,20,1.0,42,88,0.71
ees,manhattan,1.5,easy,16,True,23,23,1.0,1653,3354,28.18
ees,manhattan,1.5,easy,17,True,23,19,1.2105,63,135,1.19
ees,manhattan,1.5,easy,18,True,22,20,1.1,238,495,3.83
ees,manhattan,1.5,easy,19,True,17,17,1.0,41,93,0.76
ees,manhattan,1.5,medium,0,True,36,36,1.0,6467,13134,129.83
ees,manhattan,1.5,medium,1,True,32,32,1.0,4630,9378,83.19
ees,manhattan,1.5,medium,2,True,32,28,1.1429,1474,3035,25.16
ees,manhattan,1.5,medium,3,True,23,23,1.0,174,367,3.48
ees,manhattan,1.5,medium,4,True,38,32,1.1875,2197,4534,38.31
ees,manhattan,1.5,medium,5,True,30,24,1.25,583,1224,11.37
ees,manhattan,1.5,medium,6,True,31,31,1.0,1798,3569,34.71
ees,manhattan,1.5,medium,7,True,35,33,1.0606,6938,13816,136.6
ees,manhattan,1.5,medium,8,True,37,31,1.1935,10297,20512,179.24
ees,manhattan,1.5,medium,9,True,44,36,1.2222,5039,10095,87.57
ees,manhattan,1.5,medium,10,True,42,38,1.1053,265,552,5.1
ees,manhattan,1.5,medium,11,True,34,32,1.0625,14764,29650,265.52
ees,manhattan,1.5,medium,12,True,32,30,1.0667,1175,2401,23.95
ees,manhattan,1.5,medium,13,True,38,30,1.2667,242,507,4.87
ees,manhattan,1.5,medium,14,True,31,31,1.0,1649,3338,28.58
ees,manhattan,1.5,medium,15,True,30,24,1.25,505,1044,10.48
ees,manhattan,1.5,medium,16,True,24,24,1.0,56,119,0.95
ees,manhattan,1.5,medium,17,True,31,25,1.24,1895,3874,35.55
ees,manhattan,1.5,medium,18,True,38,36,1.0556,141306,273122,3022.15
ees,manhattan,1.5,medium,19,True,43,33,1.303,3975,8087,71.78
ees,manhattan,1.5,hard,0,True,38,38,1.0,364992,701494,7943.73
ees,manhattan,1.5,hard,1,True,49,43,1.1395,327389,634285,6060.74
ees,manhattan,1.5,hard,2,True,44,44,1.0,301498,581050,5591.73
ees,manhattan,1.5,hard,3,True,42,34,1.2353,6706,13476,118.47
ees,manhattan,1.5,hard,4,True,36,36,1.0,35009,69001,645.25
ees,manhattan,1.5,hard,5,True,33,33,1.0,26245,52032,484.07
ees,manhattan,1.5,hard,6,True,55,51,1.0784,1650016,3098626,34978.77
ees,manhattan,1.5,hard,7,True,49,47,1.0426,1226726,2345652,27741.23
ees,manhattan,1.5,hard,8,True,42,36,1.1667,15750,31495,277.44
ees,manhattan,1.5,hard,9,True,55,45,1.2222,219787,428629,4294.4
ees,manhattan,1.5,hard,10,False,,53,,2661735,5001505,60000.0
ees,manhattan,1.5,hard,11,True,38,32,1.1875,52690,102977,1046.74
ees,manhattan,1.5,hard,12,True,34,34,1.0,27441,55259,581.1
ees,manhattan,1.5,hard,13,True,48,46,1.0435,1298332,2454466,26545.87
ees,manhattan,1.5,hard,14,True,44,40,1.1,172137,338159,3335.03
ees,manhattan,1.5,hard,15,True,36,34,1.0588,23047,45570,446.6
ees,manhattan,1.5,hard,16,True,49,43,1.1395,21839,44120,396.09
